run,IGD,HV,Time
1,0.36807268926613634,61.34777568561932,9.53499436378479
2,0.37278215740853016,62.341608852555396,9.505020380020142
3,0.37478299676252164,62.22611905264657,9.82758617401123
4,0.37062887140127043,62.32919515765643,9.311290502548218
5,0.3678757080133278,63.04215901966517,9.18125581741333
6,0.39604498841608565,59.95243975316642,9.356338262557983
7,0.39552427987422334,60.06656573229052,9.604820013046265
8,0.34980033921083103,62.43548920624268,9.77957534790039
9,0.3728630245944364,62.47428709355574,10.541455030441284
10,0.3587508398184124,63.80625573379612,19.002657175064087
11,0.3721309368804614,61.679943845863434,18.3131000995636
12,0.38121407325271195,60.96419691458044,18.391588926315308
13,0.4049869020760138,61.14385609035603,18.623381853103638
14,0.3602440716133065,63.23795529616308,18.349730491638184
15,0.38665878777228607,62.63576727271575,18.487162590026855
16,0.3777305554094955,62.07426847989544,18.493911266326904
17,0.3713452118084234,62.403344771204885,17.955012559890747
18,0.3887729085880306,61.595879749051285,18.430848836898804
19,0.396083991577158,61.0827454105438,18.22830867767334
20,0.3780787866109307,63.18420867728086,18.16667890548706
21,0.37218413304983794,61.05262452233251,18.617107391357422
22,0.38584851704502793,61.57560830571476,18.302727699279785
23,0.3420428817473688,63.889033361999864,18.443328142166138
24,0.3735139238287577,63.01768603282717,18.446709394454956
25,0.37100889950721067,62.630385572672296,18.21829319000244
26,0.35905003014289233,62.99629965133109,19.31095862388611
27,0.3681241848665523,62.150961276520874,18.218051195144653
28,0.3919225307179958,62.00313088787118,18.978400468826294
29,0.3560469560602461,63.762137132707565,19.47502112388611
30,0.41283136382450186,59.577261719669266,18.29957127571106
