run,IGD,HV
1,0.3888010113993819,62.86995696398953
2,0.3726451139981426,63.70667312584628
3,0.3679233894039058,63.878663856326135
4,0.38291216192856886,63.05639955206167
5,0.3831562184043842,63.2108587387531
6,0.3769865555680298,63.2786526573788
7,0.3786317045119144,63.06507862897199
8,0.382275399270084,63.434816927057504
9,0.3773251561969569,63.59692414941749
10,0.38583983377139974,63.154784025618866
11,0.3772973998396883,63.517068263479494
12,0.3834211124231725,62.979213328592024
13,0.3874001725741573,62.81656381763659
14,0.3885507586134738,62.961825795777656
15,0.37973220869716584,63.10833271957521
16,0.3831361921506306,63.00742664903226
17,0.37861138388127136,62.8884954796742
18,0.37779959479756053,63.47196636321663
19,0.3851876397121221,63.116991709393524
20,0.33517293913137225,65.29969790772881
21,0.3878723480246426,62.836418587916114
22,0.3909832684131238,63.014487035802176
23,0.3898074243742455,63.3093806292634
24,0.39387767527803036,62.60838414311311
25,0.3952412242255519,62.78389796464952
26,0.3919862602264989,63.175065358268014
27,0.3771920756260656,63.159968282728606
28,0.3945210233297606,62.66879583019592
29,0.3907793950484924,62.98877394017342
30,0.3908440378989571,63.17756556072203
