run,IGD,HV
1,0.3627188827355608,60.88682078739022
2,0.2947922425544605,64.45207873560666
3,0.5799110412365733,51.4308050928752
4,0.48767620908606113,54.651071916741834
5,0.3844158077830791,59.732466843831915
6,0.6292211506604002,49.03578419672549
7,0.40763934246073236,58.994643780102024
8,0.344953555065545,61.589371345366835
9,0.6921536271277852,47.73960770762564
10,0.39270004050300733,59.40106509247444
11,0.5770881986877923,51.499584582812105
12,0.5127302072112059,54.058255623478374
13,0.6542383264362236,48.101360663616596
14,0.49156985905533945,54.866640700970606
15,0.5446126829535932,52.937467212534735
16,0.7889456031408363,43.1998702831757
17,0.46090792001368,56.072630479775285
18,0.4087222691846459,58.288190852310066
19,0.5126343025366938,54.87650255393165
20,0.35221110189335425,61.700364176196715
21,0.442114790554997,57.4418733505552
22,0.3665636068597089,60.868122620023826
23,0.3865435483709567,59.635802370752515
24,0.47532988947018434,55.88026309156354
25,0.4920089744769294,54.84108160717174
26,0.4897273393825747,55.61131645051424
27,0.35052825133028864,61.28528956190015
28,0.46563975302215943,56.25551318637057
29,0.4716543811099956,55.97617297652248
30,0.3666462061241886,60.74804432131391
