run,IGD,HV
1,15.927121786842894,0.0
2,17.188581920975764,0.0
3,21.428840925443037,0.0
4,14.889664381439081,0.0
5,13.261992046117523,0.0
6,20.74929121139185,0.0
7,11.69006998027179,0.0
8,14.77814798755625,0.0
9,19.509733250678934,0.0
10,14.208506789875992,0.0
11,18.00885491642159,0.0
12,13.796736162837217,0.0
13,8.70503591619967,0.0
14,19.218395081674217,0.0
15,17.628740403878492,0.0
16,21.039509463303958,0.0
17,17.34445556360486,0.0
18,16.813473518624,0.0
19,22.967326850823625,0.0
20,17.374197248654713,0.0
21,14.626303058100056,0.0
22,16.27221719250385,0.0
23,15.861428071050439,0.0
24,19.289782859693915,0.0
25,19.874639225737315,0.0
26,13.370544523505359,0.0
27,21.063164038342407,0.0
28,14.991467519530977,0.0
29,19.503160870742633,0.0
30,9.653490714563425,0.0
