run,IGD,HV
1,1.418946957928138,45.15469377245791
2,1.4252445160758551,45.21125375111232
3,1.4272798261823663,44.94712080746999
4,1.487935685968009,43.1939410172933
5,1.4183977369462435,45.183651705457926
6,1.4220788193780014,45.03146072728308
7,1.4273027732107195,45.03224937737035
8,1.4259900501565301,44.94460213309685
9,1.4252628587024336,45.282905512679
10,1.4215386433610848,45.419333732591134
11,1.5089992864291133,42.984354121364184
12,1.424064458130769,45.27322253612388
13,1.422198363458028,45.27279836513084
14,1.4229341951213557,45.120127805917356
15,1.42488681036285,45.084988815643996
16,1.4200152981160323,45.311575062943604
17,1.4296801566915187,45.09437112215186
18,1.4202641180681783,45.21914681577352
19,1.4216324154575721,45.25545043484294
20,1.4199324685729875,45.27973634586852
21,1.4184335725868342,45.334160961508296
22,1.4259032117168537,44.95918018682489
23,1.4261797128868627,45.169375373758285
24,1.419486805552979,45.35542483412933
25,1.4264689239497388,44.994602250001215
26,1.4258353707454199,45.04953245024088
27,1.4172713067248746,45.34690804893177
28,1.4305849641806294,44.98440290441867
29,1.4307725128282944,45.124991727015015
30,1.4181130941895166,45.449848147200484
