run,IGD,HV,Time
1,0.5284858477838051,54.05134245696811,22.729767084121704
2,0.5205500433048446,55.27658164214212,22.41927981376648
3,0.5065020066884829,55.65791725245883,22.345566272735596
4,0.5335468179145346,54.73473526658655,22.41153335571289
5,0.537764659068021,53.57623668787353,22.26180410385132
6,0.5559856871136177,53.6896896094694,22.285341262817383
7,0.5422853512595782,53.09909771015275,22.31645441055298
8,0.5567105466714056,52.72801711458139,22.260252237319946
9,0.5321286503877127,53.329524736516554,22.26937222480774
10,0.494642534634279,54.520236739173576,22.323466062545776
11,0.5579124081823006,52.828488038620385,22.234134912490845
12,0.5175840057247038,53.928790076992684,22.30610728263855
13,0.5322164693290471,54.20970028720997,22.14690351486206
14,0.5196103598684476,54.62609119941264,21.52389621734619
15,0.500325724766364,54.823077405828975,22.322219371795654
16,0.519202568125926,53.96728558850575,22.163185119628906
17,0.535300295159721,53.38415264194234,22.30193829536438
18,0.5397391212813645,53.396841249216855,22.402707815170288
19,0.5475552908745321,53.13744091891613,22.326523065567017
20,0.4995557415569513,56.24270108834732,22.25712752342224
21,0.5469531268058082,52.39759590031346,22.555267095565796
22,0.5491514264559086,53.91479624583175,21.918148279190063
23,0.5286467190217863,53.98707173342914,21.9640212059021
24,0.5385181900390795,54.27481662330928,21.813087224960327
25,0.5184273613498727,54.19805348803989,21.047361373901367
26,0.543115665769613,53.85651524651797,21.168479204177856
27,0.5212728908154949,54.944194022753614,21.086512327194214
28,0.5549678953349292,53.095222301434454,21.519598722457886
29,0.5176094839288263,54.88014264152763,21.39997100830078
30,0.5158013169914367,55.15974781738938,21.321954488754272
