run,IGD,HV
1,0.0009956516463277857,5.153520576445135
2,0.0012029187983900436,5.153531189261858
3,0.001207323401491092,5.153492316375878
4,0.0011257261547192158,5.153524523050327
5,0.0010941448195783943,5.153541930767012
6,0.0013506662039316248,5.153493231358564
7,0.0011823107180163623,5.1535235151187875
8,0.0010969901872456332,5.1534897952102385
9,0.0011219934512796239,5.153499924077789
10,0.001134538757942106,5.153504565392495
11,0.0009834357342507565,5.1535362390790445
12,0.0012496837284377948,5.153501433320021
13,0.0010453960662829215,5.153522749021636
14,0.0011703925013545667,5.153500122887488
15,0.0011311672124038649,5.1534956794062765
16,0.0012190309682417974,5.153486400437055
17,0.0010870710830218873,5.153491700784652
18,0.0011057418162907164,5.15350537945604
19,0.0010678757153520315,5.153548448323654
20,0.001203127879429969,5.153525461827832
21,0.0011373478865457443,5.153497781165954
22,0.0011024123264786842,5.153517046556045
23,0.001253085473402699,5.15349267290183
24,0.0011029192112551455,5.153551090258494
25,0.0010630567052964202,5.1535111325692045
26,0.0010782272386954085,5.153480324640414
27,0.0011924142488563447,5.1535432914271375
28,0.001337226039280762,5.153516347613999
29,0.0011393248278023902,5.153479858651451
30,0.0010824672705543506,5.153520240533288
