run,IGD,HV,Time
1,0.023480696767982437,5.741981491736121,5.814364910125732
2,0.023053660051501022,5.75234679933434,6.0797083377838135
3,0.011787593944816332,5.819408880521228,5.800675630569458
4,0.020678024074946153,5.758843077783517,5.542674541473389
5,0.016674509470386442,5.779646993342163,5.619508266448975
6,0.029068080038624423,5.712814893803137,5.503781318664551
7,0.019172093419875743,5.755049194236715,5.416047811508179
8,0.01628680839800679,5.778429003503826,5.560204744338989
9,0.024883436412606083,5.7307242676391486,5.386297941207886
10,0.01362236015741504,5.803545896607773,5.795704364776611
11,0.022460936667940717,5.75100070700418,5.683649063110352
12,0.042737518397026136,5.666992522318603,5.459507703781128
13,0.01751172650460299,5.740715550725202,5.713109970092773
14,0.011269791481430778,5.847308474209917,5.926757097244263
15,0.01146729779330674,5.810084669008014,5.747420310974121
16,0.02238673141110775,5.7466941924126935,5.782482147216797
17,0.01870500522476908,5.765854809764062,5.594792604446411
18,0.027477923374667715,5.7334547011759645,5.7305567264556885
19,0.0226755913101347,5.723285946091221,5.689156532287598
20,0.02816292018077869,5.727183644565977,5.421773433685303
21,0.021800627186002154,5.718380081582871,5.725802421569824
22,0.03210359495107242,5.709765969703444,5.537788391113281
23,0.02472381908602266,5.736682196569542,5.5355613231658936
24,0.0230952325553473,5.749061123891544,5.828817844390869
25,0.04558865261011742,5.661783671113111,5.672088623046875
26,0.03963322848600194,5.679919621366737,5.85068941116333
27,0.040605761474840546,5.678079620873124,5.587620496749878
28,0.023453756320825084,5.743875315375921,5.931034803390503
29,0.01663907702303664,5.784301495904893,5.914046287536621
30,0.010688048842326037,5.825463536221624,5.873609304428101
