run,IGD,HV
1,0.04047277607206464,5.022979796541385
2,0.05179241969991603,4.944414113243408
3,0.011658985587327255,5.328551018028223
4,0.03029333213330019,5.10854450024955
5,0.06099048600871708,4.887361427443304
6,0.023043258450411552,5.178474269165729
7,0.015871862209802343,5.27562638413234
8,0.05075247470824437,4.954317665058248
9,0.030994916882033156,5.099693961801312
10,0.003482790831108149,5.563935510451648
11,0.02390739586374678,5.175035624960383
12,0.024012137558875414,5.173875660136736
13,0.02138122581958525,5.209112297102112
14,0.022999421068697883,5.196303319727815
15,0.02323850857471565,5.181504107567477
16,0.026657613427601326,5.14372381703151
17,0.05704233795108706,4.902793150232481
18,0.037991125673449595,5.03673856730336
19,0.03380543501967673,5.074273387911169
20,0.0020822622183928096,5.577206604795809
21,0.0025335239239040997,5.575079254428694
22,0.025439294591351736,5.147254582355053
23,0.019193076717807078,5.222814539800499
24,0.005655197919266251,5.504268715792451
25,0.0021231971466955674,5.575785267604511
26,0.016516638131159247,5.271007274351662
27,0.0112847947790271,5.372250194225041
28,0.04090283029235514,5.047294787551557
29,0.04466370899470565,4.9896910489188455
30,0.03464853670908008,5.071953776964268
