run,IGD,HV
1,0.25415967339734064,67.30748424018776
2,0.26015491523747314,66.89465432877508
3,0.2689443500082159,66.72914557234222
4,0.2558210640641691,67.4414974741509
5,0.27118529415946424,66.53694262980166
6,0.2554321623231126,67.36838822405049
7,0.25812980884363335,67.1308470116576
8,0.26076767652854094,67.34870988811679
9,0.25539387989740925,67.49437666379102
10,0.26096395611867085,66.78863001276525
11,0.25191051888676824,67.5399525996853
12,0.25545442304321736,67.34373966840833
13,0.25027319764747347,67.47989917262909
14,0.2611664707280623,67.42150891472717
15,0.2584272074244769,66.7890936534638
16,0.2627125589384292,66.94365283838913
17,0.2560202441046182,67.39416427439788
18,0.25852056706357174,67.41881237024538
19,0.24970134333007585,67.5704325318103
20,0.2708698858929753,67.34723338367313
21,0.265239473332864,66.83207034889952
22,0.2588409649039774,67.36889697975238
23,0.27048028066564667,66.83943093242235
24,0.2646865610517643,66.94896581696337
25,0.2544238398562465,67.3256858442517
26,0.25029487446094856,67.1601661519132
27,0.25353448012590823,67.29326214293422
28,0.25971049885201836,66.86381255527732
29,0.25903254557016486,67.16759580945511
30,0.2749264694692054,66.65715566450604
