run,IGD,HV
1,0.45381945364160775,58.72607415810186
2,0.44812149742795826,58.935229194587336
3,0.4529546399507031,58.925791350334705
4,0.43597544577750236,60.095267196785116
5,0.45274738917376767,59.130187426355704
6,0.461904214195713,58.19673593173441
7,0.459486717115318,58.40155734858461
8,0.45485943833833353,58.62957229663551
9,0.44372644496135805,59.123752216752706
10,0.43150947424929353,59.91681656832133
11,0.4241350844600511,60.33359817390462
12,0.43318192042445486,59.74037822410198
13,0.4560605382904761,58.86296454512491
14,0.4428544947669725,59.67592790726345
15,0.42461736671404005,60.147657303171115
16,0.43150954547069215,59.75372791309687
17,0.44221520173561274,59.09897508109653
18,0.4334762640427505,59.457968703409186
19,0.46971029571248896,57.74968383104878
20,0.4442737457260019,59.350876463115554
21,0.43159599170751184,60.23659661039449
22,0.4359315321074385,59.94266398372869
23,0.43448508808121594,59.71048267102039
24,0.44313768284925675,59.08581578370793
25,0.443561344712522,59.66826372666499
26,0.43028103017317265,60.64950738005327
27,0.46812379943890664,58.059325459926114
28,0.4275645565402505,59.498504294783274
29,0.4500204530981475,58.998806212283725
30,0.41856869693036985,60.43929755960007
