run,IGD,HV,Time
1,0.2730827890529461,65.77373429029171,13.618574619293213
2,0.2668903738821542,66.04336214276726,8.417684078216553
3,0.5044856436066693,55.09063691737475,7.891073226928711
4,0.45860178691842235,57.659965404618006,7.48528790473938
5,0.2929156579786561,64.88403811664944,8.77106785774231
6,0.29017475603065224,64.86632550470755,8.72932243347168
7,0.350154473852362,61.84957893278822,8.323900938034058
8,0.3932602951634246,59.72925118760271,8.111911058425903
9,0.5367021737470571,54.26973304158391,7.757213830947876
10,0.3599867932743367,61.68305752063844,7.995660781860352
11,0.36126221335140696,61.781871683052756,8.221386909484863
12,0.4080147483416837,59.38374898902439,9.30553936958313
13,0.5462281075432958,55.25403451282922,14.170264482498169
14,0.25264553035596754,66.82369365726466,10.141632556915283
15,0.43263184174378966,58.5288056320246,9.504172801971436
16,0.45954289209848703,56.90255414929731,9.689366579055786
17,0.2945383762087963,65.0538693459014,9.097192525863647
18,0.5576124330185382,53.25071835961819,9.065886735916138
19,0.4763031824928356,56.10943760887112,9.038310289382935
20,0.3190041930834454,63.62528751081486,8.573562383651733
21,0.250340483218426,66.75325562826298,9.78836965560913
22,0.3836522806139707,59.3588033481235,8.93169379234314
23,0.24256958850284197,66.81498671712936,9.94715666770935
24,0.42856200471248246,58.64739383952188,9.984975814819336
25,0.6189883183727026,50.171085202678,9.940779685974121
26,0.26724708314967494,66.17799778164735,10.120288610458374
27,0.6166521988507618,50.26009414019735,9.308979988098145
28,0.3403594547125919,62.8596177958671,10.06670069694519
29,0.5457039205917592,53.34225436574697,9.719614505767822
30,0.6592384855921831,48.58267245628163,9.336636781692505
