run,IGD,HV,Time
1,19.842289118526725,0.0,15.967143058776855
2,19.550507763649588,0.0,15.812909841537476
3,19.49398729379472,0.0,17.181501150131226
4,23.623741876435545,0.0,15.863423585891724
5,17.838685955021578,0.0,15.735036134719849
6,15.161736653177256,0.0,13.973343133926392
7,16.505702495390228,0.0,13.850280284881592
8,17.316479266565917,0.0,14.69266128540039
9,20.83297065147545,0.0,13.077472925186157
10,17.408825724848533,0.0,12.823663234710693
11,15.81322136405996,0.0,12.188255071640015
12,10.798756559773901,0.0,12.382022619247437
13,19.63171282319272,0.0,12.487554788589478
14,14.366800915330334,0.0,11.915590763092041
15,19.792104522493627,0.0,12.46574878692627
16,21.650200914096317,0.0,15.906562566757202
17,19.787087990283066,0.0,16.356765747070312
18,14.602058631192733,0.0,14.944945573806763
19,16.664291053165474,0.0,16.346120357513428
20,19.013496925540302,0.0,18.689112424850464
21,21.767270942834344,0.0,21.12783694267273
22,18.68443273185587,0.0,18.26870369911194
23,19.305477845329442,0.0,24.475455045700073
24,18.70977406066608,0.0,22.201927185058594
25,8.915422793003136,0.0,23.71417498588562
26,15.96460742396466,0.0,19.134186029434204
27,19.598613369434585,0.0,19.412055015563965
28,15.618181369729811,0.0,19.788519859313965
29,15.830178654093578,0.0,20.26076602935791
30,15.627650747643848,0.0,18.575011014938354
