run,IGD,HV,Time
1,0.010732300340414053,7.38005116896462,6.06606125831604
2,0.013392953504090286,7.33353031935375,6.0891499519348145
3,0.01644746809231896,7.3127408922679225,6.088733911514282
4,0.01331736094784409,7.308525525823502,6.1442930698394775
5,0.013696613756671576,7.323297262811317,6.3087098598480225
6,0.015258814003884067,7.313446416240657,6.105145454406738
7,0.04385542594382699,6.946641049027703,5.97346830368042
8,0.011045307887951725,7.351291533068026,6.239295482635498
9,0.013510349820290615,7.30869639731373,6.3400797843933105
10,0.013031173546041797,7.339860796890445,6.191364765167236
11,0.012667472001304162,7.332020273199375,6.060543537139893
12,0.015831915210711197,7.307602136572001,6.35303807258606
13,0.025121150838260088,7.166442279390002,6.537612676620483
14,0.024352985700297713,7.296960998954629,6.195205450057983
15,0.03593283674446968,7.043102657255955,6.051376819610596
16,0.012807946042017177,7.3580126964418024,6.135598182678223
17,0.028678362884182036,7.178316361549132,6.3073060512542725
18,0.019869100307983077,7.25760712307227,6.304601430892944
19,0.023623009699878836,7.336147358545174,6.340067625045776
20,0.012314636077573686,7.350017166562046,6.184587478637695
21,0.07231249688646912,6.833185777962266,6.228957891464233
22,0.02511298416373085,7.218331715961851,6.453246593475342
23,0.014588050251932034,7.311574180429082,6.198367357254028
24,0.03668005772969765,7.044964339329418,6.119707345962524
25,0.02908891053937098,7.103501988007053,6.011178255081177
26,0.017454875370806838,7.25141425507793,6.366641998291016
27,0.012713355675594323,7.328923074990331,6.429004430770874
28,0.01594608402792631,7.30080263265388,6.339758634567261
29,0.026896669423824675,7.201394739733968,6.277535676956177
30,0.015982172847477553,7.31088345030643,6.059870719909668
