Function,IGD_Mean,IGD_Std,HV_Mean,HV_Std,Time_Mean,Time_Std
ZDT1,0.015207060998031789,0.005566418695976935,5.786281300084996,0.03182876658662146,4.4277143478393555,0.16503552713653327
ZDT2,0.08205297768857873,0.025893092557604528,4.7908392517251865,0.16489866020130958,4.586724781990052,0.13339101921239674
ZDT3,0.0289593295046061,0.021937403796704585,7.185444454108201,0.20109099574525963,6.3764283657073975,1.6102072088719217
ZDT4,17.657208947885646,3.12930313346768,0.0,0.0,16.653958304723105,3.5102781312137883
ZDT6,0.0011443606431042067,6.702349420671988e-05,5.153501404673112,2.9349329951578554e-05,14.621598839759827,3.0975394110431367
WFG1,1.427260355188982,0.011137474126328106,44.97143527480028,0.4232616313967485,22.689849638938902,0.5836824552889371
WFG2,0.253705004671102,0.015284144720354685,92.24712581535998,0.46257089720994315,23.079396224021913,0.25452962102607457
WFG3,0.30948168334706083,0.019021388818904354,63.34939449808398,0.7669721632341484,17.518809167544045,3.061674982157592
WFG4,0.23262480482798603,0.008320484925673511,69.52080862360852,0.3640753597957043,20.0686776081721,3.7892624374321953
WFG5,0.5163094219603468,0.137813798859943,54.24550338879854,5.8036426591442085,19.1500466744105,1.6997320749550422
WFG6,0.39269647754394216,0.01495955990938264,61.26732426664064,0.8595789404644019,17.5055771112442,3.3391450703747116
WFG7,0.39611950502893634,0.00518561330498256,62.224687686991466,0.25054539743503246,13.325484919548035,0.7962779654216765
WFG8,0.48346595144701937,0.018711384429945854,56.89688171577685,0.9180345100349716,16.196476006507872,3.96613980177926
WFG9,0.2740903604064444,0.0198082755550428,66.46054943427575,1.1535266599284255,12.356281884511311,2.2107563163302304
