run,IGD,HV
1,0.010328472268147298,7.407255696229143
2,0.008556866852202957,7.396312512983183
3,0.00991137344453408,7.390435288089172
4,0.010567669266589095,7.388318701627394
5,0.006951122812778103,7.406800550266574
6,0.011868583662611128,7.376939259609441
7,0.010196566959117024,7.397990046112917
8,0.011813984775352244,7.378149875630614
9,0.011879718753201297,7.373872129113551
10,0.010447231331014006,7.401402255346102
11,0.01304746667663431,7.369535215847683
12,0.006210490797990497,7.404522280131883
13,0.009827543108932328,7.391645389983241
14,0.008657609713677203,7.404826250042117
15,0.010636763860817125,7.391337853576
16,0.009116642451160048,7.39340309404601
17,0.005964264469325121,7.413401804902817
18,0.00963590023943681,7.387869667510284
19,0.01139052212335606,7.385234937164536
20,0.010771866306649468,7.393205082282553
21,0.009693654386771292,7.3898454448281
22,0.00849220938902616,7.391279637241357
23,0.01142291453721367,7.385590146483183
24,0.012643505144870813,7.379491753126072
25,0.014543722870419712,7.3776883075778485
26,0.009221221454874645,7.39879174666454
27,0.01322994951513674,7.365484387151436
28,0.010042769598097799,7.387722235556664
29,0.013381939594297088,7.380275405877476
30,0.010091759365988965,7.389450906305871
