run,IGD,HV
1,0.32653250038724335,65.71656837450757
2,0.3147300461185984,66.01436952558407
3,0.3211564454719439,66.20973272580328
4,0.30971355906181347,66.58150655261355
5,0.30763373270526,66.35069287624796
6,0.3456101353564454,64.57182892357301
7,0.3139440246642819,65.88188128014579
8,0.3085309254912388,66.13430098337528
9,0.29696546892709624,67.00400491218217
10,0.3128022505340362,66.56626046014944
11,0.30636573373484144,66.25924549797405
12,0.32625410990904247,66.03202651108883
13,0.31156570951100676,66.65864975360017
14,0.31164547887705313,66.17078382713254
15,0.3123778930172117,66.11975568675831
16,0.2973961814057945,66.96951573698121
17,0.3056578655344313,66.30920283995354
18,0.31167418608167746,66.31314212531123
19,0.3174695416033324,66.23719034818036
20,0.3326277268247658,65.38786166731248
21,0.33722910258543415,65.62674599241966
22,0.3017199932986127,67.34201294963565
23,0.30209345415940286,67.14786208679635
24,0.31587103821350765,66.02158730676787
25,0.31529171778592674,66.450018769385
26,0.33726017088181626,65.6999766992075
27,0.3065973574793644,66.33507503867462
28,0.3602053037806313,64.23185039646222
29,0.3386867410951381,65.42863343015541
30,0.32282058231961486,65.91399301847741
