run,IGD,HV,Time
1,0.2507633005428777,65.39845660169557,10.032129526138306
2,0.24825747786675093,65.14507682302609,11.120046377182007
3,0.27421325843655153,64.36363190345106,9.590920448303223
4,0.27683614417686137,64.35155392954645,9.243266344070435
5,0.29330396562932903,63.64678580325795,9.730039596557617
6,0.2846543856428803,64.22927507515539,12.579213619232178
7,0.2819016368831638,63.72182330021688,14.388411045074463
8,0.24884968001786223,65.83102548631965,15.039079427719116
9,0.2563764862993093,65.4923022628261,15.286421775817871
10,0.2694906961054458,64.96819457926846,15.212097644805908
11,0.2796094499701249,64.15348453134129,15.129315614700317
12,0.2810319478269587,65.02505183777842,15.672960042953491
13,0.2598844509976646,65.35976680606673,15.31000280380249
14,0.2928152509654815,63.179091270546465,14.929076910018921
15,0.27656317246679984,63.728908390862834,14.852195024490356
16,0.2659010179768683,65.07903142101671,14.899352788925171
17,0.26133650335643366,65.34348211053118,10.778567790985107
18,0.3024957523126511,63.692640650625734,10.110538721084595
19,0.29611074106884305,63.95754454794597,9.333975791931152
20,0.22863454605613334,66.24041404710191,9.600523471832275
21,0.2569867313888806,64.68681017432502,9.265711784362793
22,0.27184071696104994,64.35572390366286,9.453359603881836
23,0.25940796806441013,65.23536555760344,9.326703310012817
24,0.24219156427034677,65.96603555881292,12.512802600860596
25,0.2739669472819468,64.57712255016885,15.035194635391235
26,0.2887603692936735,63.580877750418686,14.729203462600708
27,0.2899220113724481,64.11610651179845,14.651789665222168
28,0.33174579467734755,63.32545127046842,14.147051334381104
29,0.25179908129352924,64.96765145265692,14.279855489730835
30,0.2485549199694634,64.8023879580198,14.412971496582031
