run,IGD,HV,Time
1,0.20578466817436847,6.232147410685289,6.318853855133057
2,0.0771721513406228,6.810902819583733,6.028078317642212
3,0.07611758897765088,6.805591411694373,6.1662821769714355
4,0.0822514795806588,6.757922661876589,6.233397006988525
5,0.04262911027011749,6.969302463077253,6.3553478717803955
6,0.07897322337306392,6.790340121193829,6.2694056034088135
7,0.05399759236070008,6.875049438325882,6.212534189224243
8,0.02116359117307866,7.277363188851804,5.925894021987915
9,0.07808656567844595,6.805258026545492,5.982129096984863
10,0.07613978091379199,6.813082233142219,6.280569314956665
11,0.09918900494956871,6.6532740448614565,6.222088813781738
12,0.0759754061043255,6.814466255598012,6.16668438911438
13,0.07936924025106125,6.782762044369065,6.238307237625122
14,0.07677030650645786,6.804912162932829,6.122095108032227
15,0.030306435540222637,7.231525351275818,6.149545669555664
16,0.09302935322702849,6.72265764958809,6.36873984336853
17,0.08436420503847888,6.765488262717174,6.152507305145264
18,0.10079427984942103,6.690748961244251,6.232931613922119
19,0.07972341165495245,6.792440830396921,6.068905353546143
20,0.07976081337026451,6.783786543288995,6.26015567779541
21,0.09207072414197169,6.719097538381432,6.267055988311768
22,0.0905407335432753,6.713718873801689,6.252952575683594
23,0.08272860345795037,6.768868909805377,6.040977478027344
24,0.029484022761591313,7.17322709821895,6.199340581893921
25,0.07400464225452794,6.8282710039977665,6.3001344203948975
26,0.07260052520758453,6.820563023801632,6.638831615447998
27,0.024889533787059017,7.27259120830294,6.522808313369751
28,0.07333931574704901,6.835824298857302,6.634038925170898
29,0.08735483614625073,6.750005903285781,6.752838611602783
30,0.07547774499363867,6.824802031913678,6.640317440032959
